assembly_accession_version	binding_status	annotation_object_id	annotation_path	annotation_view_paths	annotation_accession_version	annotation_provider	annotation_format	annotation_feature_rows	assembly_bgzf_path	assembly_fai_path	accepted_candidate_count	reason
GCA_023637945.2	EXACT_DICTIONARY	adec9a5339bc18e3e0acc17be112b00f54092b3df8ffe19a1ada57bcf7f20ea1	/moosefs/erikg/vgp/objects/sha256/ad/ec/adec9a5339bc18e3e0acc17be112b00f54092b3df8ffe19a1ada57bcf7f20ea1	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_023637945.2/GCA_023637945.2-GB_2025_10_09/GCA_023637945.2_bPhaSup1.pri_genomic.gff.gz""]"	GCA_023637945.2-GB_2025_10_09	Vertebrate Genome Laboratory	GFF3	471260	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/023/637/945/GCA_023637945.2/GCA_023637945.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/023/637/945/GCA_023637945.2/GCA_023637945.2.fa.gz.fai	3	all 65 annotation sequence names and lengths match the target FAI
GCA_023851605.1	EXACT_DICTIONARY	79ab8be40149ac67f2379558e510e00bbb5f00198abff9f0ea6d17dc556452f1	/moosefs/erikg/vgp/freeze1/objects/GCA/023/851/605/GCA_023851605.1/genes/GCA_023851605.1_mTamTet1.pri.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	593357	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/023/851/605/GCA_023851605.1/GCA_023851605.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/023/851/605/GCA_023851605.1/GCA_023851605.1.fa.gz.fai	2	all 93 annotation sequence names and lengths match the target FAI
GCA_024256435.1	EXACT_DICTIONARY	469e273682e40efd433d85442de25f4a0c671e1fef772ebb0a64569bd9fd4d70	/moosefs/erikg/vgp/objects/sha256/46/9e/469e273682e40efd433d85442de25f4a0c671e1fef772ebb0a64569bd9fd4d70	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_024256435.1/GCA_024256435.1-GB_2025_09_17/GCA_024256435.1_CGAR_Hap1_genomic.gff.gz""]"	GCA_024256435.1-GB_2025_09_17	Vertebrate Genome Laboratory	GFF3	1086518	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/024/256/435/GCA_024256435.1/GCA_024256435.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/024/256/435/GCA_024256435.1/GCA_024256435.1.fa.gz.fai	3	all 119 annotation sequence names and lengths match the target FAI
GCA_024294585.1	EXACT_DICTIONARY	efd726c9677c85734811056e0f1c402c69a6d0e8774d5a851bb45ae624238087	/moosefs/erikg/vgp/objects/sha256/ef/d7/efd726c9677c85734811056e0f1c402c69a6d0e8774d5a851bb45ae624238087	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_024294585.1/GCA_024294585.1-GB_2025_08_27/GCA_024294585.1_rVipLat1.pri_genomic.gff.gz""]"	GCA_024294585.1-GB_2025_08_27	GenBank submitter	GFF3	847965	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/024/294/585/GCA_024294585.1/GCA_024294585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/024/294/585/GCA_024294585.1/GCA_024294585.1.fa.gz.fai	3	all 56 annotation sequence names and lengths match the target FAI
GCA_026018925.1	EXACT_DICTIONARY	0624edfffebc3bc248ad0530fee51bff237ab6934f2189481c930fa8315030c9	/moosefs/erikg/vgp/freeze1/objects/GCA/026/018/925/GCA_026018925.1/genes/GCA_026018925.1_mTupTan1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	621355	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/018/925/GCA_026018925.1/GCA_026018925.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/018/925/GCA_026018925.1/GCA_026018925.1.fa.gz.fai	2	all 114 annotation sequence names and lengths match the target FAI
GCA_026229955.1	EXACT_DICTIONARY	cd780aae652ee95010641e7d14f64542a418e96c0ab6af85e42f032b34c95700	/moosefs/erikg/vgp/freeze1/objects/GCA/026/229/955/GCA_026229955.1/genes/GCA_026229955.1_mPerMan1.0.p.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	653134	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/229/955/GCA_026229955.1/GCA_026229955.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/229/955/GCA_026229955.1/GCA_026229955.1.fa.gz.fai	2	all 526 annotation sequence names and lengths match the target FAI
GCA_026230055.1	EXACT_DICTIONARY	da24202f93cb9921ba230eabbfc2f07932c3e5a33d25fb8199147162b5b0a910	/moosefs/erikg/vgp/freeze1/objects/GCA/026/230/055/GCA_026230055.1/genes/GCA_026230055.1_mCorTow1.0.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	595846	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/230/055/GCA_026230055.1/GCA_026230055.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/230/055/GCA_026230055.1/GCA_026230055.1.fa.gz.fai	2	all 116 annotation sequence names and lengths match the target FAI
GCA_026652325.1	EXACT_DICTIONARY	cd7e98b6d18b44399f8bab6aca16c10f78484f784b8bba83bf477121f1906e19	/moosefs/erikg/vgp/objects/sha256/cd/7e/cd7e98b6d18b44399f8bab6aca16c10f78484f784b8bba83bf477121f1906e19	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_026652325.1/Annotation_submitted_by_The_Max_Planck_Institute_of_Molecular_Cell_Biology_and_Genetics/GCA_026652325.1_ASM2665232v1_genomic.gff.gz""]"	Annotation submitted by The Max Planck Institute of Molecular Cell Biology and Genetics	The Max Planck Institute of Molecular Cell Biology and Genetics	GFF3	1078348	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/652/325/GCA_026652325.1/GCA_026652325.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/026/652/325/GCA_026652325.1/GCA_026652325.1.fa.gz.fai	3	all 267 annotation sequence names and lengths match the target FAI
GCA_027410445.1	EXACT_DICTIONARY	13d17e827c23faa10efd415e30cd7db4f980f71cec0c2b008eb9af62a503d415	/moosefs/erikg/vgp/objects/sha256/13/d1/13d17e827c23faa10efd415e30cd7db4f980f71cec0c2b008eb9af62a503d415	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_027410445.1/GCA_027410445.1-GB_2025_08_16/GCA_027410445.1_aDisPic1.pri_genomic.gff.gz""]"	GCA_027410445.1-GB_2025_08_16	Vertebrate Genome Laboratory	GFF3	799291	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/410/445/GCA_027410445.1/GCA_027410445.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/410/445/GCA_027410445.1/GCA_027410445.1.fa.gz.fai	3	all 1318 annotation sequence names and lengths match the target FAI
GCA_027474245.1	EXACT_DICTIONARY	0e92a8e53058c4b00229c10c1120388427c6023899c6ef4aeef5e467befe6a29	/moosefs/erikg/vgp/objects/sha256/0e/92/0e92a8e53058c4b00229c10c1120388427c6023899c6ef4aeef5e467befe6a29	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_027474245.1/GCA_027474245.1-GB_2025_12_03/GCA_027474245.1_bSphHub1.pri_genomic.gff.gz""]"	GCA_027474245.1-GB_2025_12_03	Vertebrate Genome Laboratory	GFF3	1165296	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/474/245/GCA_027474245.1/GCA_027474245.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/474/245/GCA_027474245.1/GCA_027474245.1.fa.gz.fai	3	all 136 annotation sequence names and lengths match the target FAI
GCA_027559615.1	EXACT_DICTIONARY	85c9e7f5b3cbfde2e24fae00cc905e7f17a0b7cd5fba17c137094b6547cb2b3e	/moosefs/erikg/vgp/objects/sha256/85/c9/85c9e7f5b3cbfde2e24fae00cc905e7f17a0b7cd5fba17c137094b6547cb2b3e	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_027559615.1/GCA_027559615.1-GB_2025_09_29/GCA_027559615.1_bAcrTri1.pri_genomic.gff.gz""]"	GCA_027559615.1-GB_2025_09_29	Vertebrate Genome Laboratory	GFF3	870113	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/559/615/GCA_027559615.1/GCA_027559615.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/559/615/GCA_027559615.1/GCA_027559615.1.fa.gz.fai	3	all 455 annotation sequence names and lengths match the target FAI
GCA_027563665.1	EXACT_DICTIONARY	d8badfb8c885f7bf1c8aa28770754052b6fdb64fc2ebd9b64406a4ee7c86f1ff	/moosefs/erikg/vgp/freeze1/objects/GCA/027/563/665/GCA_027563665.1/genes/GCA_027563665.1_DD_ASM_mAP_20210503.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	617886	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/563/665/GCA_027563665.1/GCA_027563665.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/563/665/GCA_027563665.1/GCA_027563665.1.fa.gz.fai	2	all 67 annotation sequence names and lengths match the target FAI
GCA_027574665.1	EXACT_DICTIONARY	a29f3c9578790d56cf9d6d859a838e07b7296d68b0faabaede474c258d6577b9	/moosefs/erikg/vgp/objects/sha256/a2/9f/a29f3c9578790d56cf9d6d859a838e07b7296d68b0faabaede474c258d6577b9	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_027574665.1/GCA_027574665.1-GB_2025_12_08/GCA_027574665.1_bRhyJub1.pri_genomic.gff.gz""]"	GCA_027574665.1-GB_2025_12_08	Vertebrate Genome Laboratory	GFF3	573513	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/574/665/GCA_027574665.1/GCA_027574665.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/574/665/GCA_027574665.1/GCA_027574665.1.fa.gz.fai	3	all 148 annotation sequence names and lengths match the target FAI
GCA_027917425.1	EXACT_DICTIONARY	37757933a8f36b3430789af7c559be56f42c42f6c7b819ad9645d3f1b5feaefb	/moosefs/erikg/vgp/objects/sha256/37/75/37757933a8f36b3430789af7c559be56f42c42f6c7b819ad9645d3f1b5feaefb	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_027917425.1/GCA_027917425.1-GB_2025_10_08/GCA_027917425.1_aGasCar1.pri_genomic.gff.gz""]"	GCA_027917425.1-GB_2025_10_08	Vertebrate Genome Laboratory	GFF3	464747	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/917/425/GCA_027917425.1/GCA_027917425.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/917/425/GCA_027917425.1/GCA_027917425.1.fa.gz.fai	3	all 1002 annotation sequence names and lengths match the target FAI
GCA_027942865.1	EXACT_DICTIONARY	90ad242fc58500a94b842c8a78eeb485a0326cc242fb6d542f4ba67a3c16a62a	/moosefs/erikg/vgp/objects/sha256/90/ad/90ad242fc58500a94b842c8a78eeb485a0326cc242fb6d542f4ba67a3c16a62a	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_027942865.1/GCA_027942865.1-GB_2025_08_04/GCA_027942865.1_fOdoBon6.hap1_genomic.gff.gz""]"	GCA_027942865.1-GB_2025_08_04	Vertebrate Genome Laboratory	GFF3	1260840	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/942/865/GCA_027942865.1/GCA_027942865.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/027/942/865/GCA_027942865.1/GCA_027942865.1.fa.gz.fai	3	all 189 annotation sequence names and lengths match the target FAI
GCA_028020825.1	EXACT_DICTIONARY	d964b769896a25524eb0e557c12b73cc51cf817f404489e0e8af897e7b63636b	/moosefs/erikg/vgp/objects/sha256/d9/64/d964b769896a25524eb0e557c12b73cc51cf817f404489e0e8af897e7b63636b	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_028020825.1/GCA_028020825.1-GB_2025_12_03/GCA_028020825.1_bPodStr1.pri_genomic.gff.gz""]"	GCA_028020825.1-GB_2025_12_03	Vertebrate Genome Laboratory	GFF3	716952	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/020/825/GCA_028020825.1/GCA_028020825.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/020/825/GCA_028020825.1/GCA_028020825.1.fa.gz.fai	3	all 1038 annotation sequence names and lengths match the target FAI
GCA_028022725.1	EXACT_DICTIONARY	2f6a09da877efa22c572fda953b48a2a8900551997242d3d7c79a8a4eb8c656d	/moosefs/erikg/vgp/objects/sha256/2f/6a/2f6a09da877efa22c572fda953b48a2a8900551997242d3d7c79a8a4eb8c656d	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_028022725.1/GCA_028022725.1-GB_2025_12_05/GCA_028022725.1_fLycPai1.hap2_genomic.gff.gz""]"	GCA_028022725.1-GB_2025_12_05	Vertebrate Genome Laboratory	GFF3	875202	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/022/725/GCA_028022725.1/GCA_028022725.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/022/725/GCA_028022725.1/GCA_028022725.1.fa.gz.fai	3	all 109 annotation sequence names and lengths match the target FAI
GCA_028022735.1	EXACT_DICTIONARY	9a88afa1359c7a90b07e22758f521e9a4179f31818812947ff84379184bba330	/moosefs/erikg/vgp/objects/sha256/9a/88/9a88afa1359c7a90b07e22758f521e9a4179f31818812947ff84379184bba330	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_028022735.1/GCA_028022735.1-GB_2026_01_30/GCA_028022735.1_bGypBar2.pri_genomic.gff.gz""]"	GCA_028022735.1-GB_2026_01_30	Vertebrate Genome Laboratory	GFF3	1500691	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/022/735/GCA_028022735.1/GCA_028022735.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/022/735/GCA_028022735.1/GCA_028022735.1.fa.gz.fai	3	all 232 annotation sequence names and lengths match the target FAI
GCA_028451465.1	EXACT_DICTIONARY	30de827570829013564eb664aedddc8f66579a16f42f33ea7d20cb0cd502683e	/moosefs/erikg/vgp/objects/sha256/30/de/30de827570829013564eb664aedddc8f66579a16f42f33ea7d20cb0cd502683e	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_028451465.1/GCA_028451465.1-GB_2025_12_01/GCA_028451465.1_mEreDor1.pri_genomic.gff.gz""]"	GCA_028451465.1-GB_2025_12_01	Vertebrate Genome Laboratory	GFF3	745592	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/451/465/GCA_028451465.1/GCA_028451465.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/451/465/GCA_028451465.1/GCA_028451465.1.fa.gz.fai	3	all 116 annotation sequence names and lengths match the target FAI
GCA_028571685.1	EXACT_DICTIONARY	e60711764ab404ffc177857a4a92bc5b38ef220ebf083aa76984524320f06ff5	/moosefs/erikg/vgp/objects/sha256/e6/07/e60711764ab404ffc177857a4a92bc5b38ef220ebf083aa76984524320f06ff5	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_028571685.1/GCA_028571685.1-GB_2026_01_08/GCA_028571685.1_mHetBru1.pri_genomic.gff.gz""]"	GCA_028571685.1-GB_2026_01_08	Vertebrate Genome Laboratory	GFF3	589974	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/571/685/GCA_028571685.1/GCA_028571685.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/571/685/GCA_028571685.1/GCA_028571685.1.fa.gz.fai	3	all 62 annotation sequence names and lengths match the target FAI
GCA_028858755.1	EXACT_DICTIONARY	8760b400df5411c7dae748ec7932634ea45f624c0acc8d0bfc8b084caea7ce4c	/moosefs/erikg/vgp/objects/sha256/87/60/8760b400df5411c7dae748ec7932634ea45f624c0acc8d0bfc8b084caea7ce4c	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_028858755.1/GCA_028858755.1-GB_2025_12_04/GCA_028858755.1_bAraAra1.hap1_genomic.gff.gz""]"	GCA_028858755.1-GB_2025_12_04	Vertebrate Genome Laboratory	GFF3	1197129	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/858/755/GCA_028858755.1/GCA_028858755.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/028/858/755/GCA_028858755.1/GCA_028858755.1.fa.gz.fai	3	all 246 annotation sequence names and lengths match the target FAI
GCA_029215775.1	EXACT_DICTIONARY	d4e0a7bd3995f7ebee5cabd49c57a5f9f94f849e9b62e0893a1f881cb056d23d	/moosefs/erikg/vgp/freeze1/objects/GCA/029/215/775/GCA_029215775.1/genes/GCA_029215775.1_rAnnSte1.0.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	567303	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/029/215/775/GCA_029215775.1/GCA_029215775.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/029/215/775/GCA_029215775.1/GCA_029215775.1.fa.gz.fai	2	all 33 annotation sequence names and lengths match the target FAI
GCA_030020295.1	EXACT_DICTIONARY	aba88773522bba68b002224a8c54cc62d37c2e10abe9150eed1de66d5675ef5a	/moosefs/erikg/vgp/objects/sha256/ab/a8/aba88773522bba68b002224a8c54cc62d37c2e10abe9150eed1de66d5675ef5a	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_030020295.1/GCA_030020295.1-GB_2026_01_24/GCA_030020295.1_rGavGan2.hap2_genomic.gff.gz""]"	GCA_030020295.1-GB_2026_01_24	Vertebrate Genome Laboratory	GFF3	591348	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/020/295/GCA_030020295.1/GCA_030020295.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/020/295/GCA_030020295.1/GCA_030020295.1.fa.gz.fai	3	all 160 annotation sequence names and lengths match the target FAI
GCA_030035585.1	EXACT_DICTIONARY	0b2b65390d7caf0d1ba4b6f80985737f2105504c82ee89fdd502e40243aac2c1	/moosefs/erikg/vgp/objects/sha256/0b/2b/0b2b65390d7caf0d1ba4b6f80985737f2105504c82ee89fdd502e40243aac2c1	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_030035585.1/GCA_030035585.1-GB_2025_10_02/GCA_030035585.1_mDugDug1.hap1_genomic.gff.gz""]"	GCA_030035585.1-GB_2025_10_02	Vertebrate Genome Laboratory	GFF3	890718	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/035/585/GCA_030035585.1/GCA_030035585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/035/585/GCA_030035585.1/GCA_030035585.1.fa.gz.fai	3	all 198 annotation sequence names and lengths match the target FAI
GCA_030412105.1	EXACT_DICTIONARY	2beeffb11afd3ee449d2a17301e91947eb8c805ed0fbedfd8959b6b1464eaf2f	/moosefs/erikg/vgp/objects/sha256/2b/ee/2beeffb11afd3ee449d2a17301e91947eb8c805ed0fbedfd8959b6b1464eaf2f	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_030412105.1/GCA_030412105.1-GB_2026_02_16/GCA_030412105.1_rCycPin1.hap1_genomic.gff.gz""]"	GCA_030412105.1-GB_2026_02_16	Vertebrate Genome Laboratory	GFF3	873154	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/412/105/GCA_030412105.1/GCA_030412105.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/412/105/GCA_030412105.1/GCA_030412105.1.fa.gz.fai	3	all 30 annotation sequence names and lengths match the target FAI
GCA_030440675.1	EXACT_DICTIONARY	dcd5d4c689024b0a836d6cbd14dd1130de5c072dd1e64e1de52933c11aa039b4	/moosefs/erikg/vgp/objects/sha256/dc/d5/dcd5d4c689024b0a836d6cbd14dd1130de5c072dd1e64e1de52933c11aa039b4	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_030440675.1/GCA_030440675.1-GB_2025_09_23/GCA_030440675.1_ASM3044067v1_genomic.gff.gz""]"	GCA_030440675.1-GB_2025_09_23	Vertebrate Genome Laboratory	GFF3	1125279	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/440/675/GCA_030440675.1/GCA_030440675.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/440/675/GCA_030440675.1/GCA_030440675.1.fa.gz.fai	3	all 11 annotation sequence names and lengths match the target FAI
GCA_030463565.1	EXACT_DICTIONARY	c62655097a721ab60d39c353bcd95794c454e88d3d9a2f9d9783cac1213011fb	/moosefs/erikg/vgp/freeze1/objects/GCA/030/463/565/GCA_030463565.1/genes/GCA_030463565.1_bPelCri1.pri.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	292816	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/463/565/GCA_030463565.1/GCA_030463565.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/463/565/GCA_030463565.1/GCA_030463565.1.fa.gz.fai	2	all 160 annotation sequence names and lengths match the target FAI
GCA_030848825.1	EXACT_DICTIONARY	a7cb7a7bc9931d7526c1b16e3f381526f8b9c5eccbc0dd7fab20cdff5c2ac7df	/moosefs/erikg/vgp/objects/sha256/a7/cb/a7cb7a7bc9931d7526c1b16e3f381526f8b9c5eccbc0dd7fab20cdff5c2ac7df	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_030848825.1/GCA_030848825.1-GB_2025_08_12/GCA_030848825.1_DD_mTadBra1_pri_genomic.gff.gz""]"	GCA_030848825.1-GB_2025_08_12	Vertebrate Genome Laboratory	GFF3	1078492	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/848/825/GCA_030848825.1/GCA_030848825.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/848/825/GCA_030848825.1/GCA_030848825.1.fa.gz.fai	3	all 148 annotation sequence names and lengths match the target FAI
GCA_030867105.1	EXACT_DICTIONARY	a12d49d84f649247cc2b6a6a40fcf27e0dc8c533ba8cc386304e245c6be5f659	/moosefs/erikg/vgp/objects/sha256/a1/2d/a12d49d84f649247cc2b6a6a40fcf27e0dc8c533ba8cc386304e245c6be5f659	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_030867105.1/GCA_030867105.1-GB_2025_12_04/GCA_030867105.1_rLiaOli1.hap1_genomic.gff.gz""]"	GCA_030867105.1-GB_2025_12_04	Vertebrate Genome Laboratory	GFF3	1294785	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/867/105/GCA_030867105.1/GCA_030867105.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/867/105/GCA_030867105.1/GCA_030867105.1.fa.gz.fai	3	all 43 annotation sequence names and lengths match the target FAI
GCA_030867145.1	EXACT_DICTIONARY	03e618e8aef265214382a894be0705fd02e590fdf1d9341dacb328cf66e64631	/moosefs/erikg/vgp/freeze1/objects/GCA/030/867/145/GCA_030867145.1/genes/GCA_030867145.1_bOpiHoa1.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	328311	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/867/145/GCA_030867145.1/GCA_030867145.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/030/867/145/GCA_030867145.1/GCA_030867145.1.fa.gz.fai	2	all 264 annotation sequence names and lengths match the target FAI
GCA_031216445.1	EXACT_DICTIONARY	c043782752c7204020b30c33b96df1350edcf383ba1666ec4ca04d72badc3839	/moosefs/erikg/vgp/objects/sha256/c0/43/c043782752c7204020b30c33b96df1350edcf383ba1666ec4ca04d72badc3839	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_031216445.1/GCA_031216445.1-GB_2025_09_17/GCA_031216445.1_YSFRI_Lmacu_1.1_genomic.gff.gz""]"	GCA_031216445.1-GB_2025_09_17	Vertebrate Genome Laboratory	GFF3	1384501	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/216/445/GCA_031216445.1/GCA_031216445.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/216/445/GCA_031216445.1/GCA_031216445.1.fa.gz.fai	3	all 109 annotation sequence names and lengths match the target FAI
GCA_031468815.1	EXACT_DICTIONARY	eab1d851b469773a2e41e23dce3dc5f138ab780dadb9410e8d08bb36c06efcaf	/moosefs/erikg/vgp/objects/sha256/ea/b1/eab1d851b469773a2e41e23dce3dc5f138ab780dadb9410e8d08bb36c06efcaf	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_031468815.1/GCA_031468815.1-GB_2025_10_17/GCA_031468815.1_bMorBas2.hap2_genomic.gff.gz""]"	GCA_031468815.1-GB_2025_10_17	Vertebrate Genome Laboratory	GFF3	725344	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/468/815/GCA_031468815.1/GCA_031468815.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/468/815/GCA_031468815.1/GCA_031468815.1.fa.gz.fai	3	all 421 annotation sequence names and lengths match the target FAI
GCA_031876335.1	EXACT_DICTIONARY	f541ea00dd295d75f570216273e5fa7825c545577536626c3447b654a84e7128	/moosefs/erikg/vgp/objects/sha256/f5/41/f541ea00dd295d75f570216273e5fa7825c545577536626c3447b654a84e7128	"[""/moosefs/erikg/vgp/annotations/by-accession/GCA_031876335.1/GCA_031876335.1-GB_2025_10_17/GCA_031876335.1_mHipLar1.pri_genomic.gff.gz""]"	GCA_031876335.1-GB_2025_10_17	Vertebrate Genome Laboratory	GFF3	2185674	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/876/335/GCA_031876335.1/GCA_031876335.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/876/335/GCA_031876335.1/GCA_031876335.1.fa.gz.fai	3	all 69 annotation sequence names and lengths match the target FAI
GCA_031877795.1	EXACT_DICTIONARY	3a2368c832286b8afbf17402e8c2db9c89a89e2a29ed644a05bb4fc6ad16d94f	/moosefs/erikg/vgp/freeze1/objects/GCA/031/877/795/GCA_031877795.1/genes/GCA_031877795.1_bStrAlu1.hap1.augustus.gtf.gz	[]	AUGUSTUS	AUGUSTUS	GTF	289617	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/877/795/GCA_031877795.1/GCA_031877795.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/031/877/795/GCA_031877795.1/GCA_031877795.1.fa.gz.fai	2	all 104 annotation sequence names and lengths match the target FAI
